bits,quantizer,layer,mse,rmse,max_err,p99_err,p999_err,rel_med,rel_p95,rel_p99,cos_med,cos_p01,n_pairs
8,log_polar_hyb1pct,17,0.12766344845294952,0.3573002219200134,3.0258421897888184,2.199983835220337,2.322561025619507,0.2606045603752136,0.5469200611114502,0.5929529666900635,0.995903491973877,0.95353764295578,786432
8,log_polar_hyb1pct,18,0.09943080693483353,0.3153265118598938,4.022614479064941,1.2318412065505981,3.014913558959961,0.24336183071136475,0.5262641310691833,0.5877211689949036,0.9944956302642822,0.956730306148529,786432
8,log_polar_hyb1pct,19,0.07870679348707199,0.2805473208427429,3.0080482959747314,1.1894625425338745,2.391913414001465,0.2531811594963074,0.5336601138114929,0.5918060541152954,0.9955793619155884,0.9614312052726746,786432
8,log_polar_hyb1pct,20,0.11154939979314804,0.3339901268482208,2.4297564029693604,1.5748205184936523,1.9162755012512207,0.2495761662721634,0.5228918194770813,0.5868730545043945,0.9954203963279724,0.9601061940193176,786432
8,log_polar_hyb1pct,21,0.1128898337483406,0.3359908163547516,2.363332509994507,1.5623244047164917,1.9354718923568726,0.24751554429531097,0.5510326027870178,0.6115338206291199,0.9946494102478027,0.9414613842964172,786432
8,log_polar_hyb1pct,22,0.17658592760562897,0.4202212691307068,2.927560567855835,2.1465306282043457,2.289329767227173,0.24471110105514526,0.5292803049087524,0.5930994749069214,0.9950170516967773,0.957822322845459,786432
8,log_polar_hyb1pct,23,0.1218651533126831,0.34909188747406006,2.510225534439087,1.8671237230300903,2.0175137519836426,0.23705829679965973,0.5312857031822205,0.5876518487930298,0.9945634007453918,0.9584788680076599,786432
8,log_polar_hyb1pct,24,0.1410592943429947,0.3755786120891571,2.6551716327667236,1.9653582572937012,2.064148187637329,0.25735634565353394,0.5392156839370728,0.5883373618125916,0.9950341582298279,0.9514922499656677,786432
8,log_polar_hyb1pct,25,0.11680867522954941,0.3417728543281555,3.18249773979187,1.5458587408065796,2.501077175140381,0.2523346245288849,0.5260229110717773,0.5897315144538879,0.99495929479599,0.9569923877716064,786432
8,log_polar_hyb1pct,26,0.20531167089939117,0.453113317489624,3.0574121475219727,2.4278318881988525,2.4819564819335938,0.24619713425636292,0.5461233854293823,0.5937175154685974,0.9951382875442505,0.9440049529075623,786432
8,log_polar_hyb1pct,27,0.15750141441822052,0.39686447381973267,3.543471574783325,1.668110728263855,2.7065868377685547,0.24739068746566772,0.5205956101417542,0.5857738852500916,0.9955952167510986,0.9609395265579224,786432
8,log_polar_hyb1pct,28,0.1403079479932785,0.37457701563835144,2.5506319999694824,1.3277266025543213,2.1238784790039062,0.24673709273338318,0.5327434539794922,0.5875247716903687,0.9951081871986389,0.9554349184036255,786432
8,log_polar_hyb1pct,29,0.1817656308412552,0.4263398051261902,2.7377209663391113,1.55215585231781,2.2598929405212402,0.25526583194732666,0.5237836241722107,0.5911691188812256,0.9954516291618347,0.9560680985450745,786432
8,polar_hyb1pct,ALL,0.1729021966457367,0.4158150851726532,3.4572432041168213,0.9990052580833435,1.4626648426055908,1.0,1.0,1.0,0.0,0.0,23592960
8,polar_hyb1pct,0,0.15434594452381134,0.39286887645721436,2.496678590774536,1.2886347770690918,1.3983609676361084,0.17652645707130432,1.0,1.0,0.9936026334762573,0.0,786432
8,polar_hyb1pct,1,0.21482634544372559,0.4634936451911926,3.8208742141723633,1.2037615776062012,2.1265602111816406,0.2603141963481903,1.0,1.0,0.9896193146705627,0.0,786432
8,polar_hyb1pct,2,0.17817813158035278,0.42211151123046875,4.974443435668945,1.1264837980270386,1.4911720752716064,0.2546588182449341,1.0,1.0,0.9903857111930847,0.0,786432
8,polar_hyb1pct,3,0.1455492228269577,0.38150912523269653,2.521497964859009,1.04850435256958,1.4798704385757446,0.22584545612335205,1.0,1.0,0.9917770028114319,0.0,786432
8,polar_hyb1pct,4,0.1862812489271164,0.4316031038761139,3.9174087047576904,1.218363642692566,1.758619785308838,0.1997682750225067,1.0,1.0,0.9930133819580078,0.0,786432
8,polar_hyb1pct,5,0.17013992369174957,0.4124802052974701,3.294552803039551,1.107321858406067,1.5147665739059448,0.1978069543838501,1.0,1.0,0.9935912489891052,0.0,786432
8,polar_hyb1pct,6,0.1760239452123642,0.4195520877838135,2.0359694957733154,1.3199948072433472,1.7294902801513672,0.2057027369737625,1.0,1.0,0.9930480122566223,0.0,786432
8,polar_hyb1pct,7,0.1535024642944336,0.3917939066886902,2.859867811203003,0.9136253595352173,1.4847854375839233,0.23392315208911896,1.0,1.0,0.9919838905334473,0.0,786432
8,polar_hyb1pct,8,0.16280139982700348,0.40348654985427856,2.1306674480438232,0.8608118295669556,1.3176873922348022,0.4324483871459961,1.0,1.0,0.9883063435554504,0.0,786432
8,polar_hyb1pct,9,0.18324832618236542,0.4280751347541809,1.993290662765503,0.935608446598053,1.1826753616333008,0.21559469401836395,1.0,1.0,0.994072437286377,0.0,786432
8,polar_hyb1pct,10,0.24008499085903168,0.4899846911430359,2.865609884262085,1.0482444763183594,1.4693397283554077,0.27127572894096375,1.0,1.0,0.992344081401825,0.0,786432
8,polar_hyb1pct,11,0.2433849573135376,0.4933406114578247,3.9751734733581543,1.2633615732192993,1.9719420671463013,0.246833935379982,1.0,1.0,0.9920448064804077,0.0,786432
